Geneid	Blood	1 hour	2 hours	4 hours	6 hours
C4orf36	3	20.66666667	54	103.3333333	101.6666667
C4orf47	0.666666667	6.333333333	14	16	30.33333333
C5orf34	2	19.66666667	33.33333333	43.66666667	53.33333333
C5orf38	0	15.33333333	39	47.66666667	80
C6orf132	2	157	426	683.6666667	737
C6orf141	0	15.66666667	36.66666667	55.33333333	83
C6orf15	0.666666667	132.3333333	307	564	786.3333333
C6orf223	1.333333333	163.6666667	424.6666667	631	748.6666667
C6orf48	92	731	1627.666667	1697.333333	2974.666667
C6orf52	0.666666667	11.33333333	12.66666667	15.33333333	16.33333333
C8orf33	30.66666667	272.3333333	742.3333333	909	1244.666667
CA11	8	63.66666667	153	200	282
CA13	2.666666667	59.66666667	225.6666667	356	413
CA9	0	10.66666667	21.33333333	20.33333333	17
CABLES1	0	24.33333333	113.6666667	126	151.6666667
CACFD1	17	60.33333333	198.3333333	192.6666667	334
CACNB1	20	177.3333333	483	546	768
CADM1	2	58	183	288	470
CADPS2	0	82.33333333	290.3333333	359.3333333	425
CALB2	0.666666667	11	26	37	117
CALR	419.3333333	1821.333333	4519.666667	7012.333333	10583.33333
CALU	62	1632.333333	5137.333333	8158.666667	9746
CAMK2D	25	291.3333333	988.6666667	1550	1766.666667
CAMK2N1	4.666666667	72	181	392	361.3333333
CAMK2N2	0	12	23	43	44
CAMSAP2	10	315.3333333	1073.333333	1967.333333	1593.666667
CAMSAP3	1.333333333	79.33333333	238.6666667	282	332.6666667
CAND1	190.6666667	693.3333333	1864	2396.666667	3071.666667
CAP2	0	15	68	89.66666667	86
CAPN12	9.666666667	39	91	81.66666667	183.3333333
CAPN2	311.3333333	2906.666667	7984.333333	10774	15118.33333
CAPN5	6.333333333	68	164	143.3333333	217
CAPN6	1.333333333	53.33333333	168.3333333	214.3333333	311.3333333
CAPN8	3.333333333	489	1404.333333	1501	2615
CAPN9	0	9.333333333	13.66666667	24	19.33333333
CARD10	0	40	100.3333333	132.3333333	194.3333333
CARMIL1	5	87	307.6666667	472.3333333	583.6666667
CASC10	0	5.333333333	14	14	17
CASC8	0	4	13.33333333	25.33333333	26.66666667
CASD1	25.33333333	178.3333333	738.6666667	937	1282
CASK	63	296	959.6666667	1525.666667	1609
CASKIN2	0.666666667	105	306.3333333	359.6666667	413.6666667
CASTOR1	0.333333333	4.333333333	11.66666667	16.66666667	14
CAV1	0.666666667	746.6666667	1630.333333	3289.333333	3340.666667
CAV2	1.333333333	470.6666667	1121.666667	2239.333333	2311
CAVIN1	0	246.6666667	727.6666667	1109	1209.666667
CBARP	0	14	19.66666667	18.33333333	19
CBLC	0	41	123	148	256.3333333
CBR3-AS1	1	12.33333333	24.33333333	17.66666667	43
CBS	9.333333333	72.66666667	181.3333333	233.6666667	307
CBX2	0.666666667	30.33333333	97	90.33333333	121.3333333
CCDC102B	0	3.333333333	5.333333333	11	18.33333333
CCDC110	0	6.666666667	22.66666667	35.66666667	43.33333333
CCDC113	0	9	67	93.66666667	113
CCDC124	36	177	370.3333333	452.6666667	669.3333333
CCDC127	15	91.33333333	275.3333333	371	538.3333333
CCDC150	0.666666667	23.66666667	39.66666667	51.33333333	88
CCDC33	0	9.333333333	28.33333333	20.33333333	38.33333333
CCDC34	1.333333333	24	30	65	68
CCDC40	3.666666667	22.66666667	68.66666667	85	125.6666667
CCDC51	7	39.66666667	112.3333333	125	174.3333333
CCDC58	9	45	133	231.6666667	269.3333333
CCDC6	24	439	1301	1895.666667	1926
CCDC68	0	21	52	86.66666667	101
CCDC85B	7.333333333	144.6666667	233.6666667	190	385.3333333
CCDC86	9.333333333	93.66666667	250.6666667	314.6666667	488
CCL2	0.666666667	11.66666667	20	28.33333333	22
CCL22	0	18.66666667	59	79	199.3333333
CCN1	4.666666667	741.6666667	2218.333333	3079.666667	4376
CCN2	0	7	25.66666667	22	51
CCNA2	6.666666667	189.3333333	253	350.6666667	358.6666667
CCNB1	5.333333333	501.3333333	776.3333333	828	869.6666667
CCNB1IP1	19.66666667	233.3333333	618.6666667	912	1253
CCNB2	5.333333333	192.6666667	288.6666667	277.6666667	332.6666667
CCND1	3.666666667	1476.666667	4301.333333	7079.333333	7910.333333
CCNE1	4	17.66666667	48.33333333	64	65
CCNF	4	44.66666667	97.66666667	103.3333333	178.6666667
CCNO	0	4.333333333	11	12.66666667	20.66666667
CCSER1	1.333333333	42	136.3333333	204	222
CCT2	83.66666667	675.3333333	1883	2368.333333	3183.666667
CCT3	171.3333333	1371.333333	3905.666667	4987.666667	6661.333333
CCT4	121.3333333	774.6666667	2205.333333	2745	3819.333333
CCT6A	125	612.6666667	1591	2176	2959.333333
CCT7	296	1098	2760	3632	4993.666667
CCT8	210.6666667	956.3333333	2499.333333	3388	4241.333333
CD109	1.333333333	541.3333333	1689.666667	2967.666667	4021
CD151	60.66666667	750.3333333	2032	2455.333333	3744
CD163L1	2	31.66666667	82.66666667	115	146
CD24	77	680.6666667	2378	3427.333333	3422.333333
CD276	0.666666667	120.3333333	291.3333333	487.6666667	710.3333333
CD2AP	64	324	944.6666667	1528.333333	1614.333333
CD3EAP	1.333333333	19.66666667	50.33333333	91.66666667	103
CD40	5.666666667	70	175	244	389.6666667
CD81	99.66666667	423.6666667	1091	1122.333333	2156.333333
CD99L2	88.33333333	742	2017	2701.666667	2960.666667
CDC20	4	640.6666667	843.3333333	833.6666667	944.6666667
CDC20P1	0	31.33333333	31.33333333	39	36
CDC25A	0	13	29.33333333	43.33333333	74.66666667
CDC25C	4	24.33333333	45	60.66666667	81
CDC42BPA	7.333333333	142	505	815	738.6666667
CDC42BPB	18.66666667	690	2279.333333	3201	3408
CDC42BPG	45	244.3333333	618	580.6666667	963.6666667
CDC42EP1	2.666666667	196	569.3333333	851.3333333	846.3333333
CDC42EP5	0.666666667	17.33333333	49.33333333	57.66666667	116
CDC45	0.666666667	18	43	50.66666667	117
CDC6	11.66666667	64	145	202.3333333	410
CDCA2	1.333333333	26.66666667	55.33333333	77.66666667	74.33333333
CDCA3	4	42.66666667	58.33333333	70	97
CDCA4	12.33333333	56.66666667	137	148.3333333	255.6666667
CDCA5	3.333333333	142.6666667	265.3333333	352	630.6666667
CDCA7	5	27.33333333	81.66666667	116	246
CDCA8	27.33333333	348.6666667	548	698.6666667	755
CDCP1	4.666666667	727.3333333	2231	3959	4178.666667
CDH1	10.66666667	3456.666667	11514.66667	21332.33333	20746
CDH11	0	18	107.6666667	172	285.6666667
CDH24	6	35	129.6666667	140	258.6666667
CDH3	1.333333333	785	2104.333333	3448.666667	4648.333333
CDK1	1.666666667	81	183	310	443.3333333
CDK18	2.666666667	17.33333333	59	68.66666667	148.6666667
CDK4	13	166	475.3333333	602	958.3333333
CDK5	12.33333333	62	182.3333333	206	333
CDKN1A	22.66666667	508.6666667	1634	2879	2758.666667
CDKN2A	3.333333333	32.33333333	87.66666667	92.33333333	138
CDKN2AIPNL	14.66666667	103.6666667	254	300.3333333	408.3333333
CDKN2B	5.333333333	102	273.6666667	343	366
CDKN2C	8	62.66666667	71.33333333	95.66666667	103.3333333
CDKN3	5.333333333	201	246.6666667	324	348.3333333
CDON	2.666666667	32	134.6666667	164	209.3333333
CDR2L	0.666666667	30.33333333	86.33333333	126.3333333	176
CDS1	3.333333333	276.6666667	986.3333333	1317.333333	1489.333333
CDT1	0.666666667	30.33333333	63	90.66666667	163.3333333
CDYL	84	357.3333333	943.3333333	1415.666667	1315.333333
CEACAM5	2	161.3333333	425.3333333	487.6666667	578
CEACAM6	14	250.3333333	795	1059	1112.333333
CEBPZ	79	442.6666667	1188	1789.666667	1654.333333
CELF4	0	6	14	27	28
CELSR1	12.66666667	688.3333333	2428	2965.666667	3765
CELSR2	10	39	108.6666667	133.6666667	254.3333333
CELSR3	12.33333333	246	654	644.6666667	979
CENPA	0	130	186	193	235
CENPE	6	240.6666667	406	696.6666667	600.6666667
CENPF	4.666666667	347.3333333	634	1093	998
CENPH	2.666666667	24	63.33333333	90.66666667	132.6666667
CENPI	0	26	44.33333333	79	87.66666667
CENPL	5.333333333	87.33333333	132.6666667	187.3333333	237
CENPM	1.333333333	10.66666667	20.66666667	33.33333333	65.66666667
CENPN	6	44.66666667	85.66666667	126	155
CENPO	11.33333333	40.33333333	78.33333333	126	180.3333333
CENPU	11	99.33333333	222	302	440
CENPW	2	32.66666667	55.66666667	61	95
CENPX	24	99.33333333	243	281	463
CEP112	0	21.33333333	38.33333333	74	64
CEP126	8.333333333	62.66666667	221.3333333	353	304.6666667
CEP128	5	32	42	82	93.66666667
CEP170B	4	511.3333333	1435.333333	1666.666667	2135.666667
CEP290	37	177.3333333	433.3333333	593	528
CEP55	0.666666667	231	309.6666667	405	409
CEP70	7.333333333	256	670.3333333	1071	1057.666667
CEP72	5.333333333	56	146.3333333	156.3333333	230.3333333
CEP83-DT	0	6.666666667	7.333333333	13.33333333	5.333333333
CEP85	78.33333333	274.6666667	589	772.6666667	911.3333333
CERCAM	2.666666667	91	263.6666667	341	499
CERS6	39.33333333	343.3333333	1203	1627.333333	1834
CFAP20	82.66666667	254	424	501	605.6666667
CFAP69	0	11.33333333	48.33333333	52	56.66666667
CFAP97	40.66666667	288.6666667	911.6666667	1748.333333	1566.333333
CFH	19.66666667	340.3333333	1081	1603.333333	1618
CFI	0	6.666666667	23.66666667	32	51.66666667
CFL2	8	58.66666667	128	184	190
CGN	3.333333333	693	2145.666667	2698.333333	3277.666667
CGNL1	0.333333333	41	124.3333333	200	171.3333333
CHAC1	0.666666667	120.3333333	365.6666667	385.6666667	549.3333333
CHAF1B	19.66666667	66.33333333	129.6666667	172	276.3333333
CHCHD10	6.333333333	51.33333333	103.6666667	135.3333333	219.6666667
CHCHD3	29.66666667	251.3333333	689.3333333	953	1189.666667
CHCHD3P3	0.333333333	8.333333333	29.66666667	35.66666667	34.66666667
CHCHD6	1	35.33333333	87.66666667	122	166.3333333
CHCHD7	99.33333333	314	769.6666667	1064	1219.333333
CHEK1	2.666666667	48	128.3333333	194.6666667	268.3333333
CHIC1	16.66666667	68.33333333	163	238.6666667	296.3333333
CHID1	20	166	463	577	803.3333333
CHKA	88.66666667	523	1601.333333	1794.333333	2071.333333
CHML	44.33333333	259	894.6666667	1398	1475
CHMP4C	0.666666667	137.6666667	417.3333333	542	665.6666667
CHPF	7	421.3333333	1061	1338.666667	2040.333333
CHST3	0.666666667	85.66666667	252.6666667	317.3333333	450.6666667
CIART	0.666666667	21	30.66666667	23	24
CIP2A	6.666666667	61	104	147.6666667	185.3333333
CISD3	10.66666667	62	189	263	370
CIT	3.666666667	189	374.6666667	499	527.3333333
CKAP2L	5	164	297.6666667	522.3333333	371
CKAP5	70.33333333	447.6666667	1216	1946	1959.666667
CKMT1B	0	6	11.33333333	5.333333333	18.33333333
CKS1B	2.666666667	123.6666667	334	496.3333333	614.6666667
CKS2	24	273	372	506	566.6666667
CLBA1	16.66666667	55.66666667	148	132	211.3333333
CLCF1	12	85.66666667	214.3333333	273.3333333	350.6666667
CLCN2	9	59.33333333	136.6666667	143.6666667	262.6666667
CLDN1	0	151.6666667	481.3333333	938.3333333	797
CLDN12	11	276.3333333	887.6666667	1113	1711.666667
CLDN3	0	26.66666667	74.66666667	54.66666667	81.33333333
CLDN4	3.333333333	557	1557.666667	1756.666667	2934.333333
CLDN7	4	501.3333333	1609	1832	3045
CLGN	1.333333333	78	289	449.3333333	432
CLIC2	14.33333333	57.33333333	138.6666667	138	195.6666667
CLIC3	4	53	135	182.3333333	180.3333333
CLIP4	38.66666667	329.3333333	932.3333333	1473.333333	1803.333333
CLNS1A	66	505	1410.333333	2060.666667	2508
CLOCK	37	342	1132.333333	1879.666667	1842.666667
CLPB	10.66666667	80.33333333	240.3333333	281.3333333	470.3333333
CLSTN1	424.3333333	1825.666667	4758.333333	7046	8456.666667
CLUH	54.66666667	450	1228.666667	1468.666667	2151
CMAS	21.66666667	113.3333333	357.3333333	402.3333333	627
CMBL	2	109.6666667	332	419.3333333	683.3333333
CMPK1	145	560.3333333	1455	2089.666667	2743.333333
CMSS1	6.666666667	125	433	660	736.3333333
CMTM4	60.33333333	773.3333333	2813	3532	4735.666667
CMTM8	5.333333333	36.33333333	108.6666667	133.3333333	173
CMTR2	45	261	666.6666667	906.3333333	1239.333333
CNIH1	89	376.3333333	1011.666667	1503.333333	1877.333333
CNKSR1	6.666666667	200	480.3333333	485.3333333	747.6666667
CNKSR3	4.333333333	65	212.6666667	303	377
CNN3	1.333333333	54	157.3333333	307.3333333	291.3333333
CNTLN	4.666666667	21.33333333	47.66666667	63.33333333	70.66666667
COA3	12	63.66666667	137.3333333	163.3333333	258.3333333
COA4	13.66666667	341.3333333	937.3333333	1286.666667	1641.666667
COA6	12	38	111	114.3333333	192
COA7	7.333333333	190.6666667	678.3333333	864.3333333	1188
COBL	1.333333333	123.3333333	373.3333333	579.3333333	649.6666667
COBLL1	3.333333333	232.3333333	731.6666667	1386.666667	1031.666667
COL12A1	0.666666667	15	48	42	73.66666667
COL1A1	2	32.66666667	77.66666667	100	172
COL21A1	0.333333333	16	44	65.66666667	59
COL5A2	0	7.333333333	23.66666667	18.66666667	36.33333333
COL6A1	10.66666667	165.6666667	532	627.6666667	891
COL8A1	0.666666667	382.6666667	1046.333333	2306.333333	1763.666667
COLEC10	0	4.666666667	20	19	23.66666667
COMT	21.33333333	127.3333333	393	410.6666667	705.3333333
COPG2	36	157	388	510.3333333	653.6666667
COPRS	14	71.33333333	233.3333333	260.3333333	339.6666667
COPS4	44.66666667	202	502	738.3333333	771.6666667
COPS8	66	339	896.3333333	1143	1501
COPS8P2	0	7.333333333	28.33333333	36.33333333	29.33333333
COX10	12.66666667	79	231.3333333	304.6666667	404.3333333
COX20P1	0	8	7	18.33333333	20.33333333
COX5A	44.66666667	204.3333333	486.3333333	634.3333333	870.6666667
COX6C	58.66666667	259.6666667	606.3333333	639.3333333	1046
CP	5.666666667	40.33333333	107.6666667	91	113
CPE	1.333333333	1031.333333	3232	5030.333333	5292.666667
CPLANE1	31.33333333	273.3333333	885	1315	1050
CPLANE2	1.333333333	19.33333333	59.33333333	58.33333333	107.6666667
CPLX1	1.333333333	69.66666667	179.6666667	220	286
CPNE7	0	4	18.66666667	15	27.66666667
CPS1	0	8	13	13.33333333	23.66666667
CR392039.4	0	4	11.66666667	9	22.66666667
CRABP2	51	1003	3000.666667	4396.666667	5739.333333
CRB3	0	45.66666667	101.6666667	125.3333333	166.6666667
CREB3	117.6666667	425	982.6666667	1246.666667	1463.333333
CREB3L1	1.333333333	40	101.3333333	158	186.3333333
CREB3L2	154.6666667	646	2103.333333	3095.333333	3725
CRISPLD1	0	6.333333333	13	12	6.666666667
CRNDE	0	43	103	89	190
CRY1	41.33333333	120.3333333	235	282.3333333	323
CRYBG3	23	168.3333333	588	783.3333333	801
CRYL1	14.33333333	62	151.6666667	196.3333333	288.3333333
CSE1L	142	586.6666667	1489	2432	2687.333333
CSF2	0.666666667	17.33333333	30.66666667	31	68
CSKMT	3	25	38	34.66666667	49
CSNK1E	104	321.6666667	795.6666667	910	1543.333333
CSNK2A2	87.66666667	376.3333333	970.3333333	1242.666667	1396.333333
CSPG4P10	1.666666667	24.66666667	60.33333333	61.66666667	117.6666667
CST6	0	166.6666667	358.6666667	413.6666667	690.6666667
CSTF2	18	119.3333333	323	421.6666667	542.6666667
CT83	0	22	64.66666667	74.33333333	129.6666667
CTAGE15	0	15.66666667	43	66.66666667	52.66666667
CTAGE4	0.666666667	23.33333333	69	68	76.33333333
CTAGE8	0.666666667	10	26.33333333	28.66666667	30.33333333
CTDSPL	15.33333333	153.6666667	453	691.3333333	660.6666667
CTH	0.666666667	234.6666667	815.6666667	1349.333333	1432.333333
CTHRC1	0.666666667	52.66666667	112	146.3333333	208.3333333
CTNNA1	1276.333333	4162	10645.33333	14024.66667	16833.33333
CTNNAL1	24.33333333	196.6666667	462.6666667	758.6666667	800.6666667
CTNND1	46.66666667	1490.666667	5552.666667	8312.666667	9475
CTPS1	19	254.6666667	794.6666667	1108.333333	1630
CTPS2	8.666666667	43.33333333	128	163.6666667	228.6666667
CTSE	0	7.333333333	22.66666667	37	43
CTSL	0.666666667	199.3333333	632	826.6666667	991
CTSV	0.666666667	45.33333333	97.66666667	120.3333333	193.6666667
CTTN	25.33333333	2099.666667	6803	8918	12089.33333
CTTNBP2NL	0	64.33333333	182.3333333	295	271.6666667
CTU2	17	76.33333333	157	178.3333333	310.6666667
CUTA	50.66666667	200.6666667	480.3333333	608.3333333	925.6666667
CX3CL1	0	46	88	81.33333333	168
CXADR	0	43	206.3333333	275	344.6666667
CXCL17	0.666666667	139.6666667	535	697.3333333	1119
CXCL2	1.333333333	230.6666667	320.3333333	339	348.6666667
CXCL3	0.666666667	28.33333333	48.33333333	45	62
CXXC4	0	9	13.66666667	25	59.66666667
CXXC5	12	106.6666667	332.3333333	353	513.6666667
CYB5A	11.33333333	378	1059.666667	1351.333333	1944.333333
CYB5B	86.33333333	259	536.6666667	805	889.6666667
CYC1	66.66666667	324.3333333	729.3333333	811.6666667	1239.666667
CYCS	34.66666667	280.3333333	720.6666667	1087	1448
CYFIP1	31.66666667	403.6666667	1320.333333	1640.666667	2141.333333
CYP26B1	0	9.333333333	27.66666667	50.66666667	60
CYP27B1	1	22.33333333	35.33333333	65	100
CYP2B7P	7.333333333	345	1277.666667	1149	1509.333333
CYP2J2	0	6	38	39.66666667	58
CYP4B1	0.666666667	322.3333333	1152.333333	1552	1695
CYSRT1	0	15.33333333	51.33333333	52	83.33333333
CYTH3	71.33333333	318.6666667	829.6666667	1042.666667	1304.666667
DAAM1	29	181	651.6666667	1015.333333	877
DAB2IP	2	56	199	230	302.6666667
DAG1	52.66666667	501.6666667	1635.333333	2387.666667	2723.666667
DAGLA	1.333333333	98.33333333	309.6666667	370	556
DARS	112	517.3333333	1365	1856.666667	2199.666667
DARS2	25	153.3333333	418	576.6666667	720.6666667
DAW1	0	67.66666667	185	339	260.6666667
DBF4	13.66666667	183	309.6666667	415.3333333	388.3333333
DBNDD1	3.333333333	88.66666667	197.3333333	236.6666667	321.3333333
DCAF13	48	415	1180.666667	1619.333333	2059.333333
DCAF4	9.666666667	82	229.3333333	349.3333333	490.6666667
DCBLD1	8.666666667	133.3333333	500.3333333	752.6666667	816
DCLK1	0	11.66666667	54.33333333	91.33333333	97
DCLRE1A	16.33333333	88	252	349.6666667	380.3333333
DCTD	43.33333333	277.3333333	729	1018	1263.666667
DCTN6	15.66666667	65	117	137	173.6666667
DCTPP1	7.333333333	48	133.6666667	146	301.3333333
DCUN1D5	17.66666667	163	345.6666667	488	642.6666667
DDAH1	0.666666667	276	867.6666667	1687.333333	1670.666667
DDB1	342.3333333	1186	3088.666667	3937.333333	5541.666667
DDIAS	39	148.3333333	273.3333333	337.6666667	398.3333333
DDIT4	147	1046.333333	1591.333333	1891.333333	1978
DDIT4L	0	4	10.66666667	10.33333333	10
DDOST	351	1529.333333	3908	4802.666667	6995
DDR1	11.33333333	1029.333333	3141	3763.666667	5616
DDR2	4	32.66666667	60.66666667	61.66666667	63.66666667
DDX1	72.33333333	430.6666667	1286.666667	1658.333333	1928
DDX10	16.66666667	159	464	789	837
DDX11	65.33333333	234	565.6666667	701	1079.333333
DDX11L2	3.666666667	20.66666667	69.66666667	60	86.33333333
DDX18	175.6666667	665.6666667	1685.333333	2457.666667	2868.666667
DDX19A	28	102.3333333	236	324.3333333	399
DDX21	310	1744.666667	4115.333333	4900.666667	4863
DDX27	236.6666667	754	1582	2037.666667	2278
DDX31	18.66666667	129.6666667	330.3333333	423.3333333	488
DDX3Y	0	8	14.66666667	13.66666667	16
DDX43	3.666666667	59.33333333	168.3333333	239.3333333	232.3333333
DDX52	40.33333333	168.3333333	432	684	743
DDX54	34.66666667	359.3333333	899.3333333	1283.666667	1597.666667
DECR2	7.333333333	46.66666667	78	80.66666667	141.3333333
DENND2A	0	4.666666667	9.333333333	6.666666667	8.333333333
DENND6B	5.666666667	34.66666667	70.33333333	87.33333333	146
DEPDC1	0	164	298.3333333	399.6666667	384.3333333
DEPDC1B	2	64.66666667	118	162.3333333	188.6666667
DEPP1	2	60.66666667	63.33333333	40.66666667	57.33333333
DEPTOR	1.666666667	94.33333333	385.3333333	427	501.6666667
DERA	59.66666667	177.3333333	434.3333333	492.3333333	701.6666667
DERL1	253.3333333	1456	3949	5422.666667	6927.333333
DFFA	36.66666667	169.3333333	550.6666667	724.6666667	1048.333333
DHCR24	9	1551	5087	6382	8649.333333
DHCR7	12.66666667	536.6666667	1528	2237	2961.666667
DHRS11	4	95.33333333	264.6666667	340.6666667	492
DHRS2	0	15	38.33333333	14	16
DHRS3	16	147	447	488	631
DHX32	9.333333333	107.3333333	325.3333333	443.6666667	526
DHX35	23	97.33333333	252.6666667	321	497.6666667
DHX57	25.33333333	134.3333333	348.3333333	547.6666667	590.6666667
DIAPH3	0	27.66666667	50	87.33333333	91.33333333
DISP3	0.666666667	17	72.33333333	73.66666667	75.33333333
DKC1	184	754.6666667	2005.333333	2875	3475
DKK1	0	22.66666667	62.33333333	91.33333333	101.3333333
DLAT	15.66666667	173	592.3333333	845.3333333	1009.333333
DLC1	2	95.33333333	271	551.6666667	461
DLG3	15	271	890	1267.666667	1342.666667
DLG5	48.66666667	331.3333333	925	1246.333333	1369
DLGAP5	1	236	345	435.3333333	408.3333333
DMBT1	0	17	30	61.66666667	42.66666667
DMGDH	0	6.333333333	19	20	17.33333333
DMKN	3.333333333	165	429.6666667	616	913
DMRTA1	0	13.33333333	31.33333333	47.33333333	43
DNAAF5	18	115.6666667	328.3333333	380.3333333	530.6666667
DNAH11	3.666666667	70	197.3333333	337.3333333	292
DNAH2	0.333333333	35.66666667	77.66666667	96	252
DNAH5	0.666666667	107.3333333	454.3333333	566.3333333	661
DNAJB11	132.6666667	383	709.6666667	865.6666667	1168.333333
DNAJB4	10	48	134.3333333	177	181.6666667
DNAJC10	176	581.6666667	1683.333333	2245.666667	2807.666667
DNAJC11	41.66666667	209	520	740	892.6666667
DNAJC12	0	11.33333333	47.33333333	64.66666667	73.66666667
DNAJC19P9	0	6.666666667	12.66666667	13	23.33333333
DNAJC2	66	270.3333333	609	841	733.3333333
DNAJC22	0	30.66666667	76.33333333	98.66666667	183.6666667
DNAJC6	0.666666667	84	233.3333333	354.3333333	383.3333333
DNAL1	11.33333333	41.66666667	150	197.3333333	265.6666667
DNER	0	21.66666667	37.66666667	46.66666667	89.33333333
DNMT3B	2.333333333	26	87	110	124.6666667
DNPH1	2	42.66666667	124.6666667	113.3333333	233.3333333
DOC2A	0.666666667	8.333333333	29.66666667	31.33333333	86.66666667
DOCK1	1.333333333	254	891.3333333	1204	1330.666667
DOCK6	31	247.3333333	630	673.6666667	938.6666667
DOCK7	13	163	561.6666667	859.6666667	847
DOCK9	109.3333333	952.6666667	2823.333333	4484.666667	4032.333333
DOHH	2.666666667	37.66666667	115.6666667	140.6666667	196.6666667
DPCD	4.333333333	28.66666667	98.33333333	121	163.3333333
DPH1	27.66666667	130.3333333	221.3333333	308.6666667	465.6666667
DPH2	30	207.6666667	578.3333333	650.3333333	1107.666667
DPP3	51	238.6666667	718	784	1309.333333
DPP4	50.33333333	325.3333333	1102.666667	1586.666667	1994.333333
DPYSL3	0	47.33333333	182	250	380.6666667
DROSHA	72	407.3333333	1040.333333	1591.666667	1684.333333
DSCC1	0.666666667	37.33333333	80	112.3333333	184
DSG2	3	1175.333333	3929.666667	5827.333333	6500.666667
DSP	16	422	1294.333333	2342	2167.333333
DST	13.66666667	706	2248.333333	3630	3257
DSTN	106.6666667	1978.333333	6011	8593.666667	11644.33333
DTL	1.333333333	17	60	117.3333333	161.6666667
DTYMK	10	131	237	250.6666667	425
DUS4L	9.333333333	51.66666667	96.66666667	144.3333333	208.6666667
DUSP10	7.666666667	117	290.3333333	489.6666667	533.3333333
DUSP14	6.666666667	340	905.6666667	1240.333333	1684.333333
DUSP4	2	50.66666667	173	212.6666667	254.3333333
DUSP5	35.66666667	491	1042.666667	1333	1357
DUXAP8	0	4	10	19.66666667	21.33333333
DVL1	119.6666667	860	2113.666667	2396.333333	3123.666667
DYNC1I2	41.33333333	327	1024.333333	1603.666667	1685.333333
DYNC2H1	16	77.33333333	288.3333333	327.3333333	394
DYNC2LI1	8	40.66666667	95	145.6666667	227.3333333
DYRK4	5.666666667	40	77	114.6666667	114.3333333
DZANK1	9	30	58.66666667	69.33333333	84
E2F1	4	44.33333333	123.6666667	159.6666667	350
E2F6	21.66666667	84	237	252.6666667	371.3333333
E2F8	1.333333333	24	58.33333333	107.3333333	119.6666667
EARS2	8.333333333	109.3333333	309.6666667	472.3333333	645
EBAG9	40.33333333	217.3333333	628.6666667	946.3333333	907.3333333
EBI3	0	22.66666667	41.66666667	116.3333333	99.33333333
EBNA1BP2	22	332.6666667	831.6666667	1145.666667	1483.666667
EBP	26.33333333	128.3333333	330.3333333	371.6666667	698.3333333
ECE2	1	83.33333333	237.3333333	318.6666667	486.3333333
ECHS1	42	217	536	618.6666667	913.6666667
ECI1	27.66666667	158.6666667	423	383.3333333	749
ECSIT	19.33333333	99.33333333	218	277.3333333	375
ECT2	44.33333333	410	648	922	956.3333333
EDA	0.666666667	8.666666667	15	17	50
EDN1	15	297.3333333	752.6666667	1075.666667	697.3333333
EDN2	0	4	13.33333333	4.666666667	12.66666667
EDNRA	0	14	65	76.66666667	104
EEF1A2	0	90.66666667	284	362.6666667	511.6666667
EEF1AKMT1	0.666666667	9.666666667	45	55.33333333	52.66666667
EEF1DP3	1	13	15	13	16.33333333
EEF1E1	2.333333333	28.33333333	65.33333333	57	142.6666667
EEF2	2146	9011.666667	21423	29679.33333	41843.33333
EFEMP1	0.666666667	439	1276.666667	2195.666667	2022
EFNA1	10	227.6666667	657.6666667	785.6666667	2058.333333
EFNA3	1	29.66666667	71.33333333	108	155.3333333
EFNA5	5	79.33333333	266.3333333	377.3333333	442.3333333
EFNB2	6	1327.666667	4399.666667	7286.333333	6896.333333
EGFR	4	654.3333333	2454	4205	3983.333333
EHBP1	29.66666667	228.6666667	668.3333333	1043.333333	893.6666667
EHD2	1.333333333	273	981	1717.666667	1710.333333
EHF	0	415.3333333	1264.666667	1971	1671.666667
EHHADH	2.666666667	25.33333333	94	113.6666667	116.6666667
EI24	37.66666667	471.3333333	1361	1901	2544
EIF2A	87	497	1286.333333	1941	2173
EIF2AK4	73.33333333	367	1017.333333	1553.666667	1629.333333
EIF2B2	17.66666667	107.3333333	263.6666667	365.3333333	442.3333333
EIF2B3	12	91.33333333	246	325.6666667	434.3333333
EIF2S1	81	551.6666667	1635	2488.666667	2965
EIF2S2	341	1346.666667	3732	5583	5838.333333
EIF2S2P4	8.666666667	51	157.6666667	204.6666667	230.6666667
EIF3B	148.3333333	820.3333333	2139.666667	2635.666667	3885
EIF3CL	39.66666667	434.3333333	1678.333333	1273.333333	2053
EIF3E	295.3333333	1945.333333	5599.333333	8246	10612.66667
EIF3H	503	3947.333333	10884	15375.66667	19145.66667
EIF3I	122.3333333	914.6666667	2206.333333	2809.666667	3673
EIF3J	101	397.3333333	1009	1625.333333	1699.333333
EIF4A1P10	11.33333333	68	141	182.3333333	204.3333333
EIF4EBP1	19.66666667	250.6666667	667.3333333	945.6666667	1298.333333
EIF4G1	994.6666667	4299.333333	11075	15589.66667	18214
EIF5A	378	1204.333333	2776.666667	3356	4546
EIF5AP4	4.333333333	22.33333333	41.66666667	55.66666667	70.33333333
EIF5B	123.3333333	844.3333333	2595.666667	4574	3992
EIF6	101	338.3333333	781	1099.333333	1439.333333
ELF3	33.33333333	957.3333333	2641	2687.666667	4089.333333
ELK3	119	459	1063	1955	2084
ELMO3	87	302.6666667	627.6666667	671	1147.333333
