Geneid	Blood	1 hour	2 hours	4 hours	6 hours
SYT7	1.333333333	355.3333333	1276.666667	1823	2228.666667
SYTL4	1.333333333	26.33333333	105.6666667	153.3333333	179
SYTL5	0.666666667	43.66666667	195	203.6666667	261.3333333
TACC2	3.333333333	1299.666667	5007	7624.333333	6816
TACSTD2	39	1566.333333	5173.666667	6901	14417.33333
TADA2A	14	89	230	302.6666667	385.6666667
TAF2	213.6666667	770.6666667	1965.333333	2870.666667	2928
TAF4B	13.33333333	84.66666667	227	402.3333333	475.6666667
TAF5L	73	285.6666667	606	833.6666667	980.3333333
TANC1	1.333333333	319.3333333	1136.333333	1661.333333	1864.666667
TARS	147.3333333	1529	5062.333333	7588.666667	7999.333333
TASP1	20.66666667	129.3333333	356.3333333	454	529
TATDN1	16.66666667	218.3333333	582	951.6666667	1036
TBC1D12	0.666666667	34.33333333	93.33333333	141.3333333	189
TBC1D16	5.333333333	711	2727	3440.666667	4501.666667
TBC1D31	25.33333333	135.3333333	343	504	532.6666667
TBC1D8	63.33333333	349.6666667	900.3333333	1274.333333	1534.333333
TBC1D8-AS1	0	4.666666667	8	8	15.66666667
TBC1D8B	7.666666667	35.33333333	98.66666667	172	139
TBC1D9	20.33333333	165.6666667	512.6666667	678.3333333	767.3333333
TBCEL	16.66666667	112.3333333	283.6666667	405	513
TBL2	33	157.6666667	363.3333333	522.3333333	642.6666667
TBX15	0	54.33333333	188.3333333	337.3333333	296.6666667
TCAF1	10.33333333	89	286.6666667	335.3333333	507.3333333
TCAF1P1	0.333333333	13	29.33333333	41	44.66666667
TCEA1	146.3333333	666	2100.333333	3282.666667	3440.333333
TCEAL1	4	23.33333333	70.66666667	79	137.3333333
TCEAL4	10	173	565.3333333	952.3333333	886.3333333
TCEAL8	10	51.33333333	150.3333333	241	286.6666667
TCIM	0	52.66666667	174.3333333	215.3333333	250.6666667
TCN2	4	70.33333333	243.6666667	296.3333333	426.6666667
TCOF1	176.3333333	544	1057	1444	1842.333333
TCTN3	12	121.3333333	454.3333333	590	686.3333333
TDRD1	1.333333333	168	568.3333333	736	940.6666667
TDRKH	14.66666667	111.3333333	285.6666667	391.3333333	396.3333333
TDRP	0.666666667	27.33333333	81.66666667	98	153
TEAD1	1.333333333	319.6666667	958	1520.666667	1548.333333
TEAD3	6.666666667	271.6666667	802.6666667	1056.666667	1246.333333
TEAD4	0	33.33333333	64	105.6666667	166.3333333
TECTA	2.666666667	17.33333333	35.33333333	44	42
TEKT4P2	0	4.666666667	17.66666667	22.66666667	33.66666667
TENM4	1.333333333	52.66666667	215	291.6666667	277.3333333
TENT4A	127	375.3333333	812.6666667	964.3333333	1193.666667
TENT5B	0.666666667	51.33333333	117	103	166.3333333
TEX9	0.666666667	21.33333333	71.66666667	127.6666667	107.6666667
TFAP2A	0.666666667	15	46	71	74.66666667
TFAP2C	0.666666667	57.33333333	254	367.3333333	504
TFB2M	14.66666667	163.3333333	436.6666667	547.6666667	690.6666667
TFCP2L1	4	65.66666667	186	301	231.3333333
TFPI	0	32	78	128.3333333	131.6666667
TFPI2	0	70.66666667	201	301	451.3333333
TFRC	112.6666667	1096.333333	3323.666667	4512.333333	6142
TGFBI	66.66666667	476.6666667	1259.666667	1835.333333	2987
TGM2	2.666666667	605.6666667	1861	2869	3654.666667
THAP10	0	5.333333333	20.66666667	29.33333333	36.33333333
THBS1	166.3333333	758.6666667	2098	2986.666667	2889
THOC3	4.666666667	57	110.6666667	122	208.3333333
THOP1	23.33333333	100.6666667	224.6666667	310.3333333	412
THRB	0.666666667	55.33333333	188.6666667	346.3333333	329.3333333
THSD4	0	170.6666667	658.6666667	1262.666667	1157.666667
THSD7A	3.333333333	67.33333333	200.3333333	251.6666667	293.3333333
THUMPD2	12.66666667	116.6666667	281.3333333	309	433.6666667
TICRR	0	15	37	49	82
TIGD2	6.666666667	69.66666667	252.3333333	416.3333333	428
TIGD6	2	15	46.66666667	65.33333333	82.33333333
TIMELESS	26.33333333	116	253	281.6666667	491
TIMM13	12.66666667	142.6666667	327.3333333	386.3333333	598
TIMM17A	60.66666667	202.3333333	504	631.6666667	948
TIMM21	9.333333333	70.33333333	181.6666667	230	308.3333333
TIMM23B	15.66666667	66	130	173	216.3333333
TIMM44	44	180	424.6666667	545.6666667	731
TIMM50	30.66666667	155.3333333	424.6666667	425	736.3333333
TIMM8A	11.33333333	61	154.6666667	165	246.3333333
TIMM8AP1	0	3.333333333	4.666666667	8.333333333	15.66666667
TIMM9	12.66666667	104.6666667	339.6666667	384	504
TINAGL1	0	37.33333333	89.66666667	98.66666667	200.3333333
TIPIN	2	26.66666667	91.33333333	126.3333333	154
TJP1	0.666666667	755.3333333	2195.666667	4269	3856.666667
TJP3	3.333333333	126.3333333	405.6666667	413	533
TK1	5.333333333	88.66666667	189	241.3333333	402
TLCD1	0.666666667	153	504	577.3333333	917
TLCD2	4	45	142.6666667	205.3333333	250.6666667
TLE1	26	252	669.6666667	941.6666667	1068.666667
TLE2	10	33.33333333	47	71	104
TLN2	0.666666667	62.66666667	181	235	273
TM4SF1	1.333333333	244.3333333	668.6666667	1086	2043.333333
TM4SF18	0.666666667	21.33333333	47.33333333	100	212.3333333
TM4SF19	0	11.33333333	23	27.33333333	81
TM7SF2	21.66666667	126.6666667	361.3333333	504.3333333	774.6666667
TMA16	3.333333333	148.3333333	369.6666667	611	747.6666667
TMC5	9.333333333	324.3333333	1095.333333	1468.333333	1648.666667
TMC7	0	9.333333333	34.33333333	33.66666667	54.33333333
TMCO4	20.33333333	138.3333333	379	410.6666667	566.3333333
TMED3	36.33333333	414	1140.666667	1463.333333	2180.333333
TMEM102	3.666666667	16.33333333	33.33333333	32.66666667	68.66666667
TMEM105	0.333333333	15.66666667	58.33333333	66.66666667	71.66666667
TMEM106C	32.33333333	215	478.3333333	649.3333333	954.3333333
TMEM109	53.33333333	207.3333333	617	939.6666667	1413
TMEM120B	27	102.3333333	292.6666667	361.3333333	587.6666667
TMEM125	1.333333333	204.6666667	482.6666667	603.3333333	838.6666667
TMEM126A	12.66666667	53	152	155.6666667	235.3333333
TMEM132A	2.666666667	64	162	156.3333333	374.3333333
TMEM135	8	62.33333333	176.6666667	264.3333333	334
TMEM136	0	23.33333333	81.33333333	85	114
TMEM144	6.666666667	58	155	220.3333333	349
TMEM147	17.66666667	134.6666667	304.3333333	331.3333333	570.6666667
TMEM14A	2.666666667	30.66666667	87.66666667	127.3333333	175.3333333
TMEM14C	63	237.6666667	657.6666667	703.3333333	1123
TMEM150C	0	3.333333333	10.33333333	9.333333333	21
TMEM156	20	210.3333333	714.6666667	1139	1923.666667
TMEM159	24.66666667	96.66666667	246.3333333	313.3333333	654
TMEM161A	13.33333333	50	114.6666667	153.6666667	227
TMEM171	0.666666667	23.66666667	65	68	106
TMEM182	2	24.66666667	90	127.6666667	152.6666667
TMEM184A	5.666666667	192	488.3333333	624.6666667	865.6666667
TMEM192	34.33333333	259.3333333	854.3333333	1223.333333	1367.666667
TMEM198	0	8.666666667	31.33333333	25.66666667	54
TMEM200B	0.666666667	33	98	100.6666667	170.6666667
TMEM201	6	31.33333333	91	136	210.3333333
TMEM206	14.66666667	64.33333333	143	177.3333333	246.6666667
TMEM214	169	563	1312	1970	2452.666667
TMEM217	0	5.333333333	9.333333333	10.66666667	17.66666667
TMEM231	2	15	48.33333333	62	78.33333333
TMEM237	1.333333333	63.66666667	179.6666667	211	278.3333333
TMEM238	0	20	32.66666667	30.66666667	50.33333333
TMEM241	1.333333333	58	156.3333333	208	279.6666667
TMEM245	89	403	1404.333333	2056.666667	2203.666667
TMEM254	15	92.33333333	305	417	504.6666667
TMEM256	2.333333333	13.66666667	28.66666667	23	52.66666667
TMEM263	21.33333333	77	242	326	485.6666667
TMEM267	7	39.33333333	148.6666667	218	276
TMEM30B	5.333333333	478	1685.666667	2363.666667	2840
TMEM38B	13.33333333	60.33333333	166.3333333	233	313.6666667
TMEM41A	21.66666667	146	478.3333333	644.3333333	832.3333333
TMEM45A	0	12.33333333	34.33333333	55.33333333	74.66666667
TMEM51	0	45.33333333	101.6666667	185.6666667	245.6666667
TMEM52	0	9.333333333	30.66666667	30.66666667	47.33333333
TMEM54	2	108.3333333	242.3333333	275.6666667	422.6666667
TMEM56	0	3.666666667	27	38.66666667	66
TMEM86A	1.333333333	29	93.66666667	105	142
TMEM9	40	174.3333333	499.6666667	537.6666667	900
TMEM97	5.333333333	123.3333333	332.6666667	504.3333333	766
TMPO	79.66666667	365	758	1048	1428.333333
TMPO-AS1	0	3.333333333	5.333333333	4.666666667	17.33333333
TMPRSS11E	0.666666667	85.66666667	254.3333333	401.3333333	425.3333333
TMPRSS13	7.666666667	137.3333333	391	553.3333333	659.3333333
TMPRSS2	3.666666667	272.6666667	1022	1059	1770.666667
TMPRSS4	2.666666667	163.3333333	517.6666667	518	799.6666667
TMTC2	28.66666667	96	250.6666667	340.3333333	433
TMTC3	21.66666667	139	359.6666667	519.3333333	599
TMX2	77.66666667	343	976	1265.666667	1698.333333
TNC	4.666666667	87	359.6666667	671.3333333	948.3333333
TNFRSF10D	37.66666667	184.6666667	433.3333333	601.6666667	781.6666667
TNFRSF11A	0	17.33333333	81	82.33333333	235.3333333
TNFRSF12A	107.6666667	717.3333333	1736.333333	2054.333333	3170.666667
TNFRSF21	2.666666667	269.6666667	829.3333333	1263.333333	2107.666667
TNFSF9	0.666666667	20	48.66666667	64	84
TNKS1BP1	15.33333333	1120.666667	3729	4294.666667	5455.333333
TNNT1	4	119	280.3333333	394.3333333	578
TNS2	4.666666667	439.3333333	1312.666667	1783.666667	1771
TNS3	16	250	859.6666667	1200.666667	1457.666667
TNS4	1.333333333	431.3333333	1335	2783	1949
TOB2P1	0	4.666666667	18	21	24.66666667
TOM1L1	0.666666667	263.6666667	794.6666667	1327.666667	1284.333333
TOMM20	166	762	2149	2921	4150
TOMM20P4	1.333333333	10	30.66666667	29.33333333	51
TOMM22	29.33333333	140	360.3333333	502.6666667	655.3333333
TOMM5	2.666666667	21	47.66666667	95.33333333	97
TOMM70	57.66666667	434	1389.666667	2099	2603.333333
TONSL	5.333333333	38.66666667	95.33333333	100	176.6666667
TOP1MT	17.33333333	68.33333333	134.3333333	215.3333333	319.6666667
TOP2A	6.333333333	411.3333333	1056.666667	1907.666667	2348.333333
TP53	56.33333333	300.6666667	838	1204.666667	1421
TP53I3	31	400.6666667	1103.666667	1338	1680.666667
TP63	0.666666667	10.66666667	24.33333333	42.33333333	37.66666667
TPBG	2.666666667	173.6666667	580.3333333	688.3333333	978.3333333
TPCN1	121.3333333	909.6666667	2434	2753.333333	3853.333333
TPD52	5.666666667	116.3333333	349.6666667	531.6666667	783.6666667
TPD52L1	0.666666667	194.3333333	633.3333333	779	1020.666667
TPMT	30	205.6666667	586.6666667	960	877.6666667
TPRN	15.33333333	118.6666667	301.3333333	275	476.3333333
TPX2	2.666666667	933	1390.333333	1972.333333	1679
TRA2B	504	1542	2300.666667	2578	3451.333333
TRAF3IP1	10	90	254.3333333	351.6666667	348.3333333
TRAF4	19	895.6666667	2350.333333	2409.333333	4308
TRIAP1	12.66666667	88.66666667	262.6666667	326	473.3333333
TRIB3	39.33333333	396	1214	1432.666667	1950.333333
TRIM16	6	102.6666667	307.6666667	413.3333333	732.6666667
TRIM16L	3.333333333	56	153.3333333	199	379.3333333
TRIM2	4	260.6666667	876.3333333	1416.666667	1934.333333
TRIM29	0.666666667	186	331.6666667	514	434
TRIM31	0	18	83.33333333	102.6666667	102.6666667
TRIM31-AS1	0	5.666666667	17.33333333	27	20.33333333
TRIM32	8	47.33333333	140.6666667	172.3333333	229.6666667
TRIM55	0	5	20.66666667	27.66666667	64.33333333
TRIM63	0	6.666666667	6	6.333333333	10.33333333
TRIO	92	1121.333333	3492	5035.666667	5524.666667
TRIP10	12	452.3333333	1255	1785.333333	1996.666667
TRIP13	1.333333333	89	158	215.6666667	295
TRIT1	20.66666667	158.6666667	480	596	832
TRMT5	7.333333333	132.3333333	410	598.6666667	653
TRMT6	26.33333333	96	166.3333333	299.3333333	301.3333333
TRMT61A	6	170	481.6666667	451	852
TRMT61B	8	48.66666667	134	154	189.3333333
TRNP1	0	41	171.3333333	236	291
TROAP	0.666666667	168.3333333	272	293	322.3333333
TRPM4	0	67.33333333	208	203.6666667	329
TRUB1	8.666666667	55.66666667	175.3333333	253.3333333	329.6666667
TRUB2	11	140	377.3333333	506.3333333	693.3333333
TSC22D1	75.33333333	333.3333333	1069.333333	1415.333333	1942.333333
TSEN15	25	145.3333333	557.3333333	658.6666667	930.6666667
TSKU	0	236.6666667	866.3333333	1106.666667	1488.666667
TSN	160.6666667	621.6666667	1748.666667	2416.666667	3006.666667
TSPAN1	1.333333333	156.6666667	457	585	1094
TSPAN12	0	32.66666667	97.33333333	142	189
TSPAN15	3	126.3333333	377.3333333	453.3333333	965.3333333
TSPAN17	63.33333333	279.3333333	739	823	1384.333333
TSPAN3	121.6666667	1030	3241	3955.333333	4980.333333
TSPAN4	5	103	266.6666667	348.3333333	534.6666667
TSPAN5	17.33333333	195.3333333	582.6666667	831.3333333	1027.666667
TSPAN6	0.666666667	128.6666667	401.6666667	510.6666667	708.6666667
TSPAN9	6.666666667	52.33333333	153.6666667	207.6666667	311.3333333
TSPYL2	158.3333333	663	896	966	904.6666667
TSR1	29.66666667	282	779.6666667	1039	1353.666667
TSR2	95.33333333	321.3333333	644	940	1276.333333
TTC19	74	355	1026.666667	1344.666667	1734
TTC23	4.666666667	28	107	117	150.3333333
TTC27	17.66666667	164	450	581.6666667	800.3333333
TTC30A	3.333333333	21.66666667	76.66666667	101.3333333	144.6666667
TTC39A	9.666666667	168	496	550.3333333	733.3333333
TTC3P1	1.666666667	56.33333333	238	267.3333333	256
TTC6	0	6.333333333	25.66666667	24	31.33333333
TTC8	17.33333333	72	212.3333333	273.6666667	267.6666667
TTK	0	80.66666667	144	201.3333333	229.6666667
TTLL11	4	33.33333333	81	113.3333333	136.6666667
TTLL11-IT1	0	4	14	20	13
TUBB2A	0	32.33333333	69.33333333	69.66666667	78.33333333
TUBB2B	0.333333333	5	6.666666667	11	13.66666667
TUBB3	0	8	14	14	43
TUBE1	19.66666667	138.6666667	461	645.3333333	584.3333333
TUBG1	3.666666667	114.6666667	325	458	504.6666667
TUBGCP5	22.33333333	120	327.6666667	404	519.3333333
TULP3	17.66666667	132	350.6666667	560.6666667	549.3333333
TULP4	20.66666667	184	600.6666667	897	804
TUSC1	0	12	25	33.33333333	65
TWISTNB	8.666666667	119.3333333	360	436.3333333	511.6666667
TWNK	18.33333333	147.3333333	359.3333333	492.3333333	697
TXNRD3	1.666666667	43.33333333	133	196.3333333	248.3333333
TYMS	1	12.33333333	24	31.66666667	43.66666667
TYRO3	1.333333333	74.66666667	236.3333333	304.3333333	443.6666667
TYW3	13.66666667	94	281	379.6666667	511.3333333
UACA	1.333333333	287.3333333	879	1464.333333	1133.666667
UAP1	51	314.3333333	694.6666667	1005	1045
UBA6-AS1	10.33333333	65.66666667	168.3333333	206.3333333	279
UBAP2	83	365	889	1350	1378.666667
UBE2E2	2	105.6666667	272.6666667	526	495.3333333
UBE2E3	157.6666667	595	1392.666667	1800.333333	2186.666667
UBE2S	45	364.6666667	405.3333333	368.6666667	443.3333333
UBE2SP2	0.666666667	14	18.66666667	19.33333333	25.33333333
UBE2T	0	87.66666667	152.3333333	234	278
UBFD1	36.66666667	182	537	711.6666667	970.3333333
UBQLN4	49.33333333	323.3333333	869.3333333	1239.666667	1429.333333
UBXN10	2	27.33333333	87	82.66666667	119.3333333
UCA1	0.666666667	497.6666667	1280.333333	2586.666667	2120.666667
UCK2	4	124.6666667	370	573	757.3333333
UFSP2	20	80.33333333	245.6666667	293	344.3333333
UGDH	16	145.3333333	406.6666667	570	950
UGGT2	4	70.33333333	247.3333333	359	387.6666667
UGT8	0	29.33333333	96.66666667	147	222
UHRF1BP1	54	280	864.6666667	1178.333333	1175
ULBP2	0	4.666666667	5.666666667	10.33333333	9.666666667
UMPS	14.66666667	123	427	473.3333333	822.6666667
UNC13A	0	8.666666667	20	16.66666667	14.33333333
UNC13B	17.33333333	376.6666667	1346.333333	1734	1799.333333
UNG	13	86	287.6666667	429.6666667	704
UPF3B	55	183.6666667	449	719.3333333	652
UPRT	13.33333333	41	87.66666667	117.6666667	160.6666667
UQCC2	20	160.6666667	457	596.6666667	828.6666667
UQCC3	5.666666667	31	59	64	107.6666667
UQCRH	79	369	847.6666667	1188	1404.666667
UQCRHL	25	72.33333333	138.6666667	170.3333333	248.6666667
URB1	39	529.3333333	1584.333333	1882	2384.666667
URB1-AS1	4.666666667	21.33333333	71.33333333	85	110
URB2	14.66666667	146.3333333	425.6666667	528.6666667	770.6666667
URGCP	18.66666667	160	393.6666667	514.6666667	629
URI1	67	262.3333333	685.6666667	1023.333333	1174
USP13	11.33333333	184.6666667	490.3333333	721	744.6666667
USP14	28	134	408.3333333	606	762.6666667
USP2	0	4	7.666666667	14.66666667	17.66666667
USP31	13.33333333	105	368.6666667	499	513.6666667
USP36	138.3333333	523.3333333	1332.333333	1688.333333	1970.666667
USP40	20.33333333	289	864	1104	1223.333333
USP43	2.666666667	102	296	328.3333333	524
USP46	13.33333333	114	410.6666667	508	636
USP5	70.33333333	414.6666667	1156.666667	1518	1990.666667
USP54	7.333333333	184.3333333	640	823.6666667	716
UST	4	33.66666667	99	145.6666667	176
UTP11	32.66666667	277.6666667	805.6666667	1339.666667	1359.333333
UTP14A	29	207.3333333	539.6666667	796.6666667	981
UTP15	13	98.33333333	298.6666667	426	487.6666667
UTP20	27.33333333	205.6666667	616.6666667	846.3333333	1136.333333
UTP23	89.33333333	401.3333333	1101	1752	2123.333333
UTP25	36	245.3333333	670.6666667	1105	1307
UTP3	53	194.6666667	577.3333333	725.3333333	881
UTP4	20	345.6666667	948	1462.666667	1755.333333
UXS1	57.33333333	300	851	1356.333333	1567.666667
VAMP8	71.33333333	347	884.6666667	1224.666667	1537.666667
VANGL1	5.333333333	68.66666667	239	387	426
VARS	48.33333333	784.6666667	2145	2649	3711
VARS2	44.33333333	231	561.6666667	636	1055
VASN	9.666666667	82	217.6666667	204	259.3333333
VAT1	80	794.6666667	2187.333333	3150.666667	4359
VAV2	7.666666667	198	556.6666667	790.3333333	1023.666667
VDAC1	76.66666667	320.6666667	951.6666667	1265.666667	1724
VDAC1P1	0	8	23.66666667	40.66666667	38.66666667
VEGFA	326.6666667	1629.666667	4244.333333	6158.666667	5024.333333
VEGFB	18.66666667	123.6666667	329.6666667	439	538.3333333
VEGFC	0.666666667	12.33333333	27.66666667	50.66666667	53
VEPH1	0.666666667	11.33333333	31	41.66666667	36.66666667
VEZT	41.66666667	474.3333333	1455.333333	2297.333333	2127
VGF	0	25.66666667	50.66666667	65.66666667	100.6666667
VGLL1	0	44.66666667	138	229.3333333	193.6666667
VGLL4	24	111.3333333	327.6666667	506.6666667	604.6666667
VMA21	33.33333333	134.3333333	404	604.6666667	840.6666667
VSTM2L	2.666666667	1452.333333	4099	5290.333333	6987.666667
VTCN1	0	23.66666667	80.33333333	94	136.6666667
VWA1	0	177.6666667	637.3333333	656	1073.666667
VWA2	0	16.66666667	59.66666667	42.66666667	85
VWDE	3.333333333	28	67.33333333	97.66666667	146
VXN	1.666666667	28.33333333	39.66666667	31	22.66666667
WARS2	2	41.33333333	137	210.3333333	244.6666667
WARS2-AS1	4	32.33333333	119	140.3333333	172.3333333
WASF1	1.333333333	36.33333333	181.3333333	299.6666667	248.3333333
WASHC5	262.3333333	988.3333333	2811.333333	4007.333333	4292
WASL	26	450	1503.666667	2554	2573.333333
WBP2NL	0	9.333333333	12.66666667	16.33333333	26.66666667
WDHD1	5.333333333	69.66666667	203.6666667	269.6666667	346.6666667
WDR12	20	172.6666667	561.3333333	775	936
WDR3	47.33333333	303.3333333	876.3333333	1373.333333	1677.333333
WDR31	1.333333333	30.33333333	77.66666667	106.3333333	132
WDR34	12.66666667	102.6666667	259.3333333	296	486
WDR36	43.66666667	229	649.3333333	949.6666667	1219.333333
WDR4	7.333333333	66.33333333	179	224.6666667	398.3333333
WDR43	47.66666667	516	1404.666667	2412.666667	2638.333333
WDR46	84.66666667	330.6666667	664.6666667	799.3333333	1125
WDR60	20.66666667	165	504	754.3333333	614.3333333
WDR62	7.666666667	40	93.33333333	82	136
WDR66	13	120	317.3333333	403.3333333	526.3333333
WDR74	55.66666667	256.6666667	553.3333333	570.6666667	876.6666667
WDR76	6	28	80.66666667	124	166.3333333
WDR90	11	73.66666667	149.3333333	140.6666667	345.3333333
WDSUB1	19.33333333	97.66666667	229	241	296
WDYHV1	4	80.66666667	221	281.3333333	449.3333333
WEE1	17.33333333	92.66666667	249.6666667	304.6666667	358.3333333
WFDC12	1.333333333	18.66666667	67	108.3333333	110.3333333
WFDC2	1.333333333	39.33333333	101.3333333	92.33333333	204.6666667
WFS1	2	85.33333333	267	379	606.3333333
WNK4	1	18.33333333	46.33333333	46.33333333	86.66666667
WNT3	0.666666667	42.66666667	109.6666667	168	241.3333333
WNT5A	0	6.666666667	26.66666667	36.66666667	50.33333333
WNT7B	0	83.33333333	292.6666667	329.3333333	430
WTIP	0	4	4	5	19
WWC1	2	195.6666667	599	816.3333333	1044.333333
WWC2	5.333333333	82.66666667	307	489	428.6666667
WWOX	5.333333333	45	93	125	185.3333333
WWTR1	6.333333333	210.3333333	718	1234	1709
XAGE1A	0	8	16	55	51
XAGE1B	0	75	115.3333333	200.6666667	171
XBP1	160.3333333	1328.666667	2894	2882.333333	3159
XDH	0.666666667	95	294.3333333	298.6666667	524
XKR9	0	17.33333333	66.66666667	87.66666667	100.3333333
XKRX	2.333333333	340.6666667	1269.333333	1601.333333	1607.666667
XPO5	50.66666667	451	1460.666667	2084.333333	2172.333333
XPOT	180.3333333	1336.666667	4429.333333	6436.666667	6699.333333
XRCC2	2.666666667	29	81.66666667	143.3333333	229.6666667
XYLB	2	27.33333333	92.66666667	121.3333333	147.3333333
YAP1	1	872.3333333	2739.333333	4301.333333	4611.333333
YARS	129.6666667	1527	4730.666667	6476.333333	7226
YARS2	6	77	193	188	369.6666667
YBX1	602.3333333	2155.666667	4681	8200	8671.666667
YBX2	0	6	10.33333333	15.33333333	22.66666667
YBX3	411.3333333	1232	2716	3365.333333	4911.333333
YES1	8.666666667	142.3333333	371.3333333	546.3333333	615.3333333
YIF1A	29.66666667	457	1203	1468.333333	2313.666667
YIPF2	12.33333333	127.3333333	293.6666667	394	553
YRDC	68	227	493	458	764
YWHAE	428.6666667	1506	4098.333333	6890.666667	7295.333333
YWHAG	255.6666667	769.6666667	1832	2389.333333	2992
YWHAQ	266	892	1940.666667	2690.333333	3352.666667
Z68871.1	0.666666667	12	34.33333333	43.66666667	39.33333333
Z73417.1	0.666666667	15.66666667	94.33333333	106.6666667	95
Z95115.1	0.666666667	8.666666667	32.33333333	35.66666667	56.66666667
Z98257.1	0.666666667	125.6666667	362	341	639.3333333
ZBED8	1.333333333	17	49.33333333	52.66666667	81.33333333
ZBTB10	15.33333333	208.3333333	495	677.6666667	606.3333333
ZBTB11-AS1	5	22	45.33333333	56.66666667	85.33333333
ZBTB12	1.666666667	11.66666667	36.33333333	31	63.33333333
ZBTB41	19.33333333	94.33333333	235.6666667	416.6666667	541.3333333
ZBTB5	44.33333333	137.6666667	329.3333333	327	532.6666667
ZBTB7C	0	15.33333333	63.33333333	82	114.6666667
ZBTB8A	0	20.66666667	55.66666667	62.66666667	93
ZC2HC1A	3.666666667	34.66666667	105.3333333	155	154.3333333
ZC2HC1C	3.333333333	18	48	55.66666667	56.33333333
ZC3H12C	10.66666667	148.6666667	519.6666667	954.6666667	1129.333333
ZC3HC1	8	71	175.3333333	192.6666667	291.6666667
ZCCHC4	12.66666667	64.66666667	163.6666667	215.6666667	285.3333333
ZDHHC16	38.33333333	124.3333333	276	364.6666667	496.3333333
ZDHHC4	9.666666667	62.33333333	182.3333333	201.6666667	299.3333333
ZDHHC9	14	464.3333333	1414	2435.666667	3033.333333
ZFAND1	40	328.6666667	896.3333333	1396.666667	1510.333333
ZFP2	0	6	9.666666667	15.33333333	10.33333333
ZFP30	5.333333333	29.33333333	124	140	199
ZFP64	10	66.66666667	150	230.6666667	279.6666667
ZFPM2	0	7.333333333	48.66666667	61	64
ZFPM2-AS1	0.333333333	32.33333333	102.3333333	117	147.3333333
ZFYVE9	3	134.3333333	498	616	621.3333333
ZG16	0	4.666666667	10	9.333333333	8
ZHX1	83	827.3333333	2354.666667	3906	3561
ZHX3	15	136	528	717	889
ZKSCAN2	5	32.33333333	87.33333333	107.6666667	129.3333333
ZMYND19	15.33333333	76.33333333	225.6666667	189	346
ZNF112	0.666666667	12.66666667	50	56	80
ZNF114	0	6	19.66666667	34.66666667	42.66666667
ZNF121	34	161	364	381	573.3333333
ZNF135	3.333333333	43.66666667	119.3333333	148.3333333	171
ZNF16	6.666666667	31.33333333	93.33333333	105.6666667	164
ZNF165	1.333333333	77.66666667	151.6666667	170.3333333	341.3333333
ZNF205	0.666666667	37.33333333	72.33333333	78.66666667	119.3333333
ZNF23	1.333333333	10	20.33333333	22	30
ZNF239	2.666666667	38.33333333	103.3333333	138.3333333	157
ZNF268	28	120.6666667	349	517.3333333	466
ZNF280C	8	40.66666667	120.6666667	270.6666667	209.3333333
ZNF311	0	23	84.33333333	102.6666667	114.3333333
ZNF331	35.33333333	166.6666667	325.6666667	367	438.6666667
ZNF337-AS1	0	4.333333333	4.333333333	7.666666667	18.66666667
ZNF35	5.333333333	30	85.66666667	120.3333333	138.6666667
ZNF367	3.333333333	17.33333333	56	79.33333333	106.3333333
ZNF391	5.333333333	37	90.33333333	140	164
ZNF425	8	42.66666667	101	136.3333333	155.6666667
ZNF433	4.333333333	30	60.33333333	81	93.33333333
ZNF462	0	29.66666667	103	147	110.3333333
ZNF470	7.333333333	53.66666667	122.6666667	167.6666667	204.6666667
ZNF471	2.666666667	27	93	140.3333333	156
ZNF474	0	4.333333333	11.33333333	13	16.33333333
ZNF503	0.666666667	17.33333333	75.33333333	93.66666667	127.3333333
ZNF512B	61.33333333	404.3333333	1036.333333	1375.666667	1950.666667
ZNF525	23.33333333	99.66666667	246	307.3333333	415.6666667
ZNF532	10	276.6666667	766.6666667	1267.333333	1053.666667
ZNF555	12.66666667	47	116	148.3333333	138.6666667
ZNF562	53	270.3333333	775.6666667	1041	1157
ZNF570	11.33333333	42.66666667	67.33333333	95.33333333	114
ZNF571	4.666666667	18.33333333	41.33333333	56.66666667	62.33333333
ZNF571-AS1	3.333333333	27.33333333	103.6666667	123	148.3333333
ZNF579	3.333333333	28.66666667	48.33333333	68.33333333	110
ZNF584	6	45.66666667	119	135	217
ZNF610	0.666666667	23	43.33333333	59	79
ZNF639	52	209.3333333	470.3333333	711	766.6666667
ZNF664	86.33333333	884.6666667	2878.666667	4171.666667	4466
ZNF665	2.333333333	15.66666667	35	40.33333333	59
ZNF667	5.333333333	46	112	136.3333333	255.3333333
ZNF670	5.666666667	20.33333333	48.66666667	52	69.33333333
ZNF702P	1	40	105.3333333	161.6666667	184.6666667
ZNF724	0	3.666666667	15.66666667	13.66666667	17.33333333
ZNF726	0	6.666666667	22	35.66666667	45.33333333
ZNF730	0	6.333333333	20.66666667	36.33333333	26.66666667
ZNF749	4.666666667	25.33333333	59	71	105.3333333
ZNF77	4.666666667	58.66666667	90.66666667	122	121.3333333
ZNF774	0.666666667	12.33333333	47.33333333	70	71.66666667
ZNF826P	2	28.33333333	74.33333333	84	106
ZNF829	5.333333333	29.66666667	61	89	90.66666667
ZNF860	0.666666667	15	49.33333333	68.33333333	68.33333333
ZNF876P	1.666666667	12.66666667	29	37.33333333	45.66666667
ZNHIT2	4.666666667	44.33333333	106	113.6666667	179
